"","eventid","iyear","imonth","iday","approxdate","extended","resolution","country","country_txt","region","region_txt","provstate","city","latitude","longitude","specificity","vicinity","location","summary","crit1","crit2","crit3","doubtterr","alternative","alternative_txt","multiple","success","suicide","attacktype1","attacktype1_txt","attacktype2","attacktype2_txt","attacktype3","attacktype3_txt","targtype1","targtype1_txt","targsubtype1","targsubtype1_txt","corp1","target1","natlty1","natlty1_txt","targtype2","targtype2_txt","targsubtype2","targsubtype2_txt","corp2","target2","natlty2","natlty2_txt","targtype3","targtype3_txt","targsubtype3","targsubtype3_txt","corp3","target3","natlty3","natlty3_txt","gname","gsubname","gname2","gsubname2","gname3","gsubname3","motive","guncertain1","guncertain2","guncertain3","individual","nperps","nperpcap","claimed","claimmode","claimmode_txt","claim2","claimmode2","claimmode2_txt","claim3","claimmode3","claimmode3_txt","compclaim","weaptype1","weaptype1_txt","weapsubtype1","weapsubtype1_txt","weaptype2","weaptype2_txt","weapsubtype2","weapsubtype2_txt","weaptype3","weaptype3_txt","weapsubtype3","weapsubtype3_txt","weaptype4","weaptype4_txt","weapsubtype4","weapsubtype4_txt","weapdetail","nkill","nkillus","nkillter","nwound","nwoundus","nwoundte","property","propextent","propextent_txt","propvalue","propcomment","ishostkid","nhostkid","nhostkidus","nhours","ndays","divert","kidhijcountry","ransom","ransomamt","ransomamtus","ransompaid","ransompaidus","ransomnote","hostkidoutcome","hostkidoutcome_txt","nreleased","addnotes","scite1","scite2","scite3","dbsource","INT_LOG","INT_IDEO","INT_MISC","INT_ANY","related"
"51999",199207070010,1992,7,7,NA,0,NA,132,"Moldova",9,"Eastern Europe",NA,"Bendery",46.824976,29.469861,1,0,NA,NA,1,1,1,0,NA,NA,0,1,0,3,"Bombing/Explosion",NA,NA,NA,NA,3,"Police",22,"Police Building (headquarters, station, school)","Police","Station",166,"Romania",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown",NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,"Explosives/Bombs/Dynamite",11,"Projectile (rockets, mortars, RPGs, etc.)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Missile",2,NA,NA,23,NA,NA,1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PGIS",-9,-9,1,1,NA
"52181",199207220013,1992,7,22,NA,0,NA,132,"Moldova",9,"Eastern Europe",NA,"Bendery",46.824976,29.469861,1,0,NA,NA,1,1,1,0,NA,NA,0,1,0,2,"Armed Assault",NA,NA,NA,NA,14,"Private Citizens & Property",75,"Village/City/Town/Suburb","Govt","town of Bendery",166,"Romania",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dnestr Rebels",NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"Firearms",2,"Automatic Weapon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Automatic firearm",2,NA,NA,12,NA,NA,1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PGIS",0,1,1,1,NA
"56352",199405270001,1994,5,27,NA,0,NA,132,"Moldova",9,"Eastern Europe",NA,"Tiraspol",46.852809,29.632671,1,0,NA,NA,1,1,1,0,NA,NA,0,1,0,3,"Bombing/Explosion",NA,NA,NA,NA,2,"Government (General)",15,"Politician or Political Party Movement/Meeting/Rally","Government - Dniester Republic","Residence, Procurator",166,"Romania",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown",NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,"Explosives/Bombs/Dynamite",16,"Unknown Explosive Type",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Explosive",1,NA,NA,0,NA,NA,1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PGIS",-9,-9,1,1,NA
"61347",199601130002,1996,1,13,NA,0,NA,132,"Moldova",9,"Eastern Europe",NA,"Chisnau",47.026859,28.841551,1,0,NA,NA,1,1,1,-9,NA,NA,0,1,0,6,"Hostage Taking (Kidnapping)",NA,NA,NA,NA,10,"Journalists & Media",55,"Television Journalist/Staff/Facility","Catalan Television Co","Businessman / head of TV company",132,"Moldova",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown",NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,"Unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,1,1,0,NA,NA,NA,"Moldova",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PGIS",-9,-9,0,-9,NA
"61406",199601210002,1996,1,21,NA,0,NA,132,"Moldova",9,"Eastern Europe",NA,"Chisnau",47.026859,28.841551,1,0,NA,NA,1,1,1,-9,NA,NA,0,1,0,2,"Armed Assault",NA,NA,NA,NA,7,"Government (Diplomatic)",46,"Embassy/Consulate",NA,"Romanian Embassy",132,"Moldova",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown",NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"Firearms",5,"Unknown Gun Type",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Small caliber",0,NA,NA,0,NA,NA,1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PGIS",-9,-9,0,-9,NA
"65731",199707010003,1997,7,1,NA,0,NA,132,"Moldova",9,"Eastern Europe",NA,"Chisnau",47.026859,28.841551,1,0,NA,NA,1,1,1,-9,NA,NA,0,1,0,3,"Bombing/Explosion",NA,NA,NA,NA,1,"Business",7,"Retail/Grocery/Bakery",NA,"Shop",132,"Moldova",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown",NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,"Explosives/Bombs/Dynamite",16,"Unknown Explosive Type",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Explosive",0,NA,NA,0,NA,NA,1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PGIS",-9,-9,0,-9,NA
"71238",200011020002,2000,11,2,NA,0,NA,132,"Moldova",9,"Eastern Europe","Chisinau (Municipality)","Chisnau",47.026859,28.841551,1,0,NA,"11/02/2000: Unidentified men threw a bomb out of a car in Chisinau, Moldova. Police were able to defuse the bomb before it exploded.",1,1,1,0,NA,NA,0,0,0,3,"Bombing/Explosion",NA,NA,NA,NA,14,"Private Citizens & Property",67,"Unnamed Civilian/Unspecified","Civilians","Civilians in Chisinau",132,"Moldova",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown",NA,NA,NA,NA,NA,"Unknown",0,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,"Explosives/Bombs/Dynamite",12,"Remote Trigger",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"The bomb had a remote controlled device and was defused before exploding",0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"“Moldova: Bomb thrown from car in crowded area of capital fails to explode,” Basapress, November 3, 2000.",NA,NA,"CETIS",-9,-9,0,-9,NA
"81229",200608130011,2006,8,13,NA,0,NA,132,"Moldova",9,"Eastern Europe","Dniester (Region)","Dniester Region",NA,NA,5,0,NA,"08/13/2006: A bomb exploded at trolleybus in Dniester region, Moldova. Two people were killed and ten were injured. No claim of responsibility was reported.",1,1,1,0,NA,NA,0,1,0,3,"Bombing/Explosion",NA,NA,NA,NA,19,"Transportation",100,"Train/Train Tracks/Trolley","Civilians","Civilians",132,"Moldova",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown",NA,NA,NA,NA,NA,"To spread panic among the Dniester people and discredit the local authorities ahead of the independence referendum and the presidential election in the region.",0,NA,NA,0,NA,NA,-9,NA,NA,NA,NA,NA,NA,NA,NA,-9,6,"Explosives/Bombs/Dynamite",16,"Unknown Explosive Type",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,NA,10,0,NA,-9,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"“Blasts in Moldova's rebel region ""acts of terror"" - security chief,” Tiraspol Dniester Moldovan Republic TV, August 13, 2006.",NA,NA,"CETIS",-9,-9,0,-9,NA
"93857",200910140004,2009,10,14,NA,0,NA,132,"Moldova",9,"Eastern Europe","Chisinau","Chisnau",47.026859,28.841551,1,0,"The grenade was thrown at the festival that was occurring in Chisinua. The exact location is unknown.","10/14/2009: On Wednesday, the investigative group determined the Party of Communists' faction threw a grenade during the festive events that were occurring in Chisinau, Moldova; 39 people were injured. This is related to the Prime Minister receiving threatening phone calls as well as the security at the event was not properly maintained and the Interior Minister Viktor Katan must resign.",1,1,1,0,NA,NA,0,1,0,3,"Bombing/Explosion",NA,NA,NA,NA,14,"Private Citizens & Property",78,"Procession/Gathering (funeral, wedding, birthday, religious)",NA,"The festival in Chisinau",132,"Moldova",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown",NA,NA,NA,NA,NA,"The specific motive for the attack is unknown.",0,NA,NA,0,-99,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,"Explosives/Bombs/Dynamite",7,"Grenade",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A grenade was used in this attack.",0,0,0,39,0,0,-9,4,"Unknown",NA,"It is unknown if the attack caused any property damage.",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Interfax, “Blast in Chisinau Was a Terror Attack,” Interfax, October 15, 2009.","National Counterterrorism Center, ""Forty-One Civilians Injured in Grenade Attack in Chisinau, Moldova,"" Worldwide Incidents Tracking System, April 07, 2010.","Ukraine General Newswire, “Wednesday Blast in Chisinau Was Caused by Grenade - Interior Minister,” LexisNexis Academic, Ukraine General Newswire, October 15, 2009.","ISVG",-9,-9,0,-9,NA
"108665",201206190033,2012,6,19,NA,0,NA,132,"Moldova",9,"Eastern Europe","Bender","Bender",46.824848,29.46998,1,0,"Near Arch of Triumph","06/19/2012: An explosive device was discovered and defused along the route of a presidential motorcade in Bender city, Bender province, Moldova. No group claimed responsibility for the incident.",1,1,1,0,NA,NA,0,0,0,3,"Bombing/Explosion",NA,NA,NA,NA,2,"Government (General)",17,"Head of State","Government of Moldova","Convoy of President",132,"Moldova",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown",NA,NA,NA,NA,NA,"The specific motive is unknown; however, sources noted that the device was planted along the scheduled route of the Transnistrian presidential motorcade.  The motorcade would have been traveling to participate in the 20th anniversary of the Bender incident that occurred on June 19, 1992 and marked the end of the Moldovan-Transnistrian War.",0,NA,NA,0,-99,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,"Explosives/Bombs/Dynamite",28,"Dynamite/TNT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"An explosive device consisting of 400 grams of TNT was used in the attack.",0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"""Trouble Spots,"" Russia & CIS Military Weekly, June 22, 2012.","""TNT blocks found on Transdniestrian presidential motorcade's route,"" Ukraine General Newswire, June 19, 2012.","""TNT blocks found on Transdniestrian presidential motorcade's route,"" Ukraine General Newswire, June 19, 2012.","START Primary Collection",-9,-9,0,-9,NA
"158020",201602010007,2016,2,1,NA,0,NA,132,"Moldova",9,"Eastern Europe","Chisinau","Chisinau",47.010453,28.86381,1,0,NA,"02/01/2016: Assailants threw a grenade at the house of Dorin Dragutanu in Chisinau, Moldova. Draguntanu, the National Bank of Moldova governor, was not harmed in the blast. No group claimed responsibility for the incident.",1,1,1,0,NA,NA,0,0,0,1,"Assassination",NA,NA,NA,NA,2,"Government (General)",18,"Government Personnel (excluding police, military)","National Bank of Moldova","Governor: Dorin Dragutanu",132,"Moldova",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unknown",NA,NA,NA,NA,NA,NA,0,NA,NA,0,-99,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,"Explosives/Bombs/Dynamite",7,"Grenade",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,3,"Minor (likely < $1 million)",-99,"A house was damaged in this attack.",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"""Moldova: grenade explodes at house of central bank chief,"" The Canadian Press, February 1, 2016.","""Home of Moldovan central bank chief hit by grenade,"" United News of India, February 1, 2016.","""Home of Moldovan central bank chief hit by grenade,"" Reuters UK, February 1, 2016.","START Primary Collection",-9,-9,0,-9,NA
